Index,Load_AVA_2030.dat,Load_AZPS_2030.dat,Load_BANC_2030.dat,Load_BPAT_2030.dat,Load_CHPD_2030.dat,Load_CIPB_2030_CEC.dat,Load_CIPV_2030_CEC.dat,Load_CISC_2030_CEC.dat,Load_CISD_2030_CEC.dat,Load_DOPD_2030.dat,Load_EPE_2030.dat,Load_GCPD_2030.dat,Load_IID_2030.dat,Load_IPFE_2030.dat,Load_IPMV_2030.dat,Load_IPTV_2030.dat,Load_LDWP_2030.dat,Load_NEVP_2030.dat,Load_NWMT_2030.dat,Load_PACW_2030.dat,Load_PAID_2030.dat,Load_PAUT_2030.dat,Load_PAWY_2030.dat,Load_PGE_2030.dat,Load_PNM_2030.dat,Load_PSCO_2030.dat,Load_PSEI_2030.dat,Load_SCL_2030.dat,Load_SPPC_2030.dat,Load_SRP_2030.dat,Load_TEPC_2030.dat,Load_TIDC_2030.dat,Load_TPWR_2030.dat,Load_VEA_2030.dat,Load_WACM_2030.dat,Load_WALC_2030.dat,Load_WAUW_2030.dat,
2081,2002.513188,4490.603049,2697.205675,8087.721919,291.3592395,6199.805602,7359.015139,19274.21156,4133.36223,464.0281254,1557.396458,1187.877678,1108.985359,321.9183343,800.3564511,1856.10697,5944.126539,4229.372561,2030.478067,3475.656844,844.7373811,5468.457664,1737.780869,3416.914568,1978.210832,9558.701238,4303.044579,1439.728471,1414.884615,4843.257301,1967.131902,401.0459375,669.4572756,115.8192114,3919.504006,1304.757738,121.9502713,
2082,2065.754326,4605.684678,2776.118143,8329.272561,300.9222802,6381.194053,7574.25349,19837.80014,4254.289034,479.1308598,1617.903153,1226.352024,1141.447819,329.9196572,820.8306929,1902.384227,6117.932982,4362.38452,2091.121864,3564.041685,864.7884398,5618.149523,1768.875959,3494.928937,2036.879084,9852.053581,4444.470121,1487.047149,1459.283812,4967.211388,2017.567003,412.7793862,691.4599195,119.4643322,4020.527425,1338.558223,126.1647566,
2083,2106.414343,4751.781786,2818.141149,8498.901888,306.3240625,6477.78827,7688.920352,20137.51146,4318.20628,487.8630756,1626.454552,1248.900845,1158.829718,338.9877985,842.5948854,1953.490892,6210.359811,4476.035923,2128.878487,3650.174359,885.8707298,5705.032789,1787.005481,3588.093889,2110.424296,9973.823678,4524.053823,1513.674556,1497.054776,5124.970936,2074.927277,419.0277625,703.8413595,122.6109632,4069.462684,1379.118034,128.1191509,
2084,2122.738861,4898.742358,2934.679952,8564.490941,307.8783817,6745.664736,8006.939757,20971.40477,4497.299478,490.205959,1605.714981,1254.772127,1205.788648,347.5224687,862.9263277,2002.069299,6467.519872,4731.746116,2182.490405,3689.525199,908.0000419,5944.507803,1830.50802,3627.817825,2181.485615,10380.03569,4547.181653,1521.412751,1581.068936,5283.203986,2143.796848,436.3558491,707.4395315,129.572079,4181.974569,1426.367119,130.8783604,
2085,2059.664999,4787.475882,2906.003552,8271.531001,297.1774288,6679.749071,7928.578067,20765.61621,4452.835422,473.2211194,1541.953987,1211.29654,1193.12902,351.7898657,871.2176174,2027.118276,6404.045398,4700.905804,2159.603534,3560.040883,916.5510042,5869.801905,1822.58725,3495.091034,2127.773191,10460.34604,4389.084358,1468.515977,1570.741973,5163.005675,2100.540521,432.0919719,682.8431364,128.7431089,4173.564853,1396.889482,129.6765171,
2086,1951.372607,4541.680748,2755.663448,7829.546337,281.6266362,6334.176825,7518.44918,19691.58374,4223.442547,448.4448058,1470.058743,1147.769914,1131.965742,344.8552992,852.3812739,1984.372125,6072.813641,4491.042743,2050.692702,3363.512731,897.7419659,5689.701906,1777.750946,3295.805092,2036.056942,10184.61726,4159.463353,1391.688537,1500.529637,4897.717349,1992.939488,409.7379895,647.1192555,123.0254437,4065.892444,1326.215233,123.0032945,
2087,1819.172033,4311.16891,2569.880344,7311.270607,262.9500687,5907.135188,7011.561734,18363.72446,3938.259919,418.7004275,1408.072591,1071.696234,1055.914942,324.051909,800.5750385,1864.60612,5663.297609,4282.217887,1917.207784,3141.19604,845.4665306,5351.672007,1692.481547,3078.19804,1941.03067,9737.134227,3883.605397,1299.390968,1428.568322,4649.33611,1883.810807,382.1140083,604.2019414,117.2294757,3880.031391,1257.915595,115.0288282,
2088,1710.052935,3962.307407,2346.831716,6882.08714,247.399195,5394.434897,6403.101257,16770.59892,3596.047333,393.9239873,1341.1794,1008.169408,965.5816085,300.3147685,742.8131474,1729.859347,5171.984537,3984.308198,1822.413033,2953.21337,789.6035612,5017.38631,1637.478904,2898.944616,1818.731695,9134.675733,3653.983145,1222.563111,1328.639358,4272.77238,1728.788294,348.949038,568.4778664,109.1091008,3700.120258,1156.947167,110.1608129,
2089,1608.654317,3662.275685,2150.457488,6471.217106,232.0841893,4943.048469,5867.312055,15367.42723,3295.932297,369.6292475,1294.467193,946.2866081,886.0900779,282.1786406,697.8670872,1625.341376,4739.253576,3694.651602,1736.210383,2780.855095,746.3388442,4768.006677,1589.575984,2737.748506,1726.182287,8429.714158,3427.591926,1146.816305,1231.233798,3948.78776,1595.305007,319.7502687,533.2564676,101.1566407,3508.649061,1068.973758,104.5928742,
2090,1550.265235,3475.12072,1998.472297,6240.696603,223.7400808,4593.694821,5452.498366,14280.48349,3062.115095,356.2998787,1271.053185,912.0226207,824.9209973,268.0430196,663.3993054,1542.416436,4404.044207,3480.793303,1668.714306,2681.128417,713.179578,4587.96395,1559.18623,2645.81538,1668.336944,8022.10802,3304.449538,1105.614872,1160.016663,3746.889794,1507.862341,297.1516793,514.0982725,95.35501026,3387.957493,1012.52629,100.0779507,
2091,1517.396413,3337.949826,1869.320203,6103.726351,218.8241818,4296.825404,5100.149275,13357.72421,2864.704235,348.4213129,1269.126853,891.9610139,773.1669293,258.7081737,640.7363162,1489.03997,4119.472539,3299.713006,1622.186507,2620.211792,690.1927059,4428.407056,1526.500396,2590.770232,1629.505276,7817.656726,3231.854472,1081.325748,1098.997034,3598.985997,1440.526672,277.9481298,502.8041077,90.38457348,3314.375696,969.8890735,97.66869571,
2092,1521.472823,3237.603018,1804.834401,6104.998813,219.2587178,4148.598133,4924.309718,12897.4268,2765.49103,349.0782028,1296.999461,893.6367285,747.6457251,254.4408541,631.1417683,1465.971821,3977.521052,3228.014025,1616.84198,2611.788193,680.5679448,4360.079687,1519.525047,2582.290295,1643.548899,7652.881132,3238.307555,1083.484844,1074.307601,3490.053705,1394.779642,268.3597735,503.8080628,88.3973466,3280.347134,940.6852806,97.36822332,
2093,1558.354858,3227.058749,1761.90708,6228.081142,223.8063884,4049.925255,4807.048433,12589.84097,2700.388545,356.3008066,1324.714326,912.0333216,731.3163713,256.8411798,637.2151636,1477.196056,3882.665204,3180.992091,1616.84198,2663.46737,687.3770187,4380.372515,1539.757697,2638.809005,1650.16021,7718.930876,3305.524885,1105.974666,1058.81913,3478.783983,1383.78263,261.9769353,514.2655725,87.15274356,3320.802593,935.5347516,97.36822332,
2094,1643.936381,3298.552326,1787.48244,6506.634677,233.8555011,4108.71286,4876.956902,12773.35947,2739.222594,372.3435693,1370.656674,952.9950983,742.7519322,266.4427302,661.0334334,1530.725319,3939.273493,3179.072558,1668.714306,2781.69146,710.4147051,4474.48489,1566.522591,2758.94918,1698.91738,7854.251144,3453.942057,1155.632628,1058.411903,3555.78979,1413.138579,265.7797206,537.3559573,87.07102053,3381.755609,954.2411281,100.0779507,
2095,1767.583954,3403.152002,1889.414087,6955.775702,249.2883685,4343.013271,5155.009302,13501.80726,2895.516001,396.8360091,1397.432737,1015.69976,785.3549446,289.1130525,716.4329513,1656.702412,4163.937372,3271.193573,1766.181063,2986.634689,760.2670883,4751.610008,1578.317056,2973.257026,1734.443581,8024.014081,3681.94767,1231.919584,1089.742586,3668.476333,1464.044167,280.9358778,572.8285196,89.55794722,3439.831612,985.066283,106.1474432,
2096,1895.579339,3671.794359,2021.669086,7480.425125,267.0962416,4647.015034,5515.91212,14446.7951,3098.556203,425.2666339,1416.175543,1088.422444,840.9542602,318.4511438,787.7796518,1821.749264,4455.378743,3430.00861,1942.768031,3222.969245,829.5936992,5208.090624,1649.315207,3217.336734,1870.789585,8525.75405,3944.905447,1319.900964,1144.041871,3958.182861,1577.830792,300.6007963,613.7388549,93.94687797,3614.744734,1059.770473,117.43501,
2097,1975.936178,3908.442892,2203.799511,7825.054701,278.5337087,5065.660612,6012.747554,15747.42808,3376.971211,443.4771126,1419.036254,1135.227882,915.0717782,340.8546686,842.0956222,1950.936516,4856.483817,3726.709562,2062.889529,3386.027523,880.9392452,5590.86921,1685.289274,3381.691896,1938.546776,8811.82294,4113.759211,1376.396677,1243.072834,4213.609554,1687.512804,327.6816629,640.0087155,102.0662164,3706.620036,1131.584375,123.6069727,
2098,2005.855859,4025.068206,2319.432982,7916.577098,281.3432002,5331.45608,6328.303267,16574.86536,3554.906044,448.0722712,1415.818129,1146.921425,961.9321061,353.1232958,871.6654026,2024.207636,5111.653746,3971.118253,2123.533717,3429.868667,910.6898753,5863.962649,1722.306558,3422.524023,1961.684461,8984.413725,4155.163709,1390.249946,1324.158035,4339.444578,1745.406202,344.8751363,646.4503273,108.77633,3772.509354,1170.666991,127.8187073,
2099,1997.279997,4127.795117,2397.430967,7870.129814,278.9017282,5510.742497,6540.991297,17131.26324,3673.608225,444.1331098,1409.143594,1136.893141,993.2801044,361.9247325,891.997617,2072.594174,5283.236045,4097.99164,2150.832073,3421.104851,929.8434577,6094.5326,1724.867312,3415.282782,1960.027256,9073.653313,4119.133454,1378.194811,1366.597832,4450.721289,1793.663169,356.4726111,640.8448273,112.2556505,3782.313849,1202.221989,129.2244042,
2100,1958.969777,4221.194398,2422.825159,7685.010218,271.5776004,5569.113669,6610.394322,17313.36277,3712.417306,432.4020843,1415.383776,1106.808149,1002.540278,363.7916336,895.028555,2081.083015,5339.391903,4119.605681,2142.061092,3349.658577,933.8449718,6071.965403,1724.829052,3344.490656,1925.326627,8960.920427,4011.047429,1342.030991,1373.94415,4552.612919,1830.749953,360.2484587,624.0290647,112.8359707,3753.48948,1226.993544,128.7723144,
2101,1943.680509,4278.18445,2480.738071,7614.722474,268.4512388,5702.232475,6768.305097,17726.35312,3801.37194,427.4339986,1426.617465,1094.260908,1025.263692,362.1913752,891.1249519,2070.623431,5466.75065,4194.294679,2178.078916,3326.102128,930.1291622,6152.887228,1721.875693,3320.658396,1934.414235,9012.9608,3964.800998,1326.557691,1398.48921,4614.123213,1860.012454,368.8594958,616.8341567,114.8266657,3757.540753,1244.955859,130.6772897,
2102,1911.562148,4356.251423,2491.511211,7485.419136,263.6861348,5726.995648,6797.84434,17804.50112,3818.458465,419.9259276,1437.658594,1075.025919,1028.681827,362.9916126,891.9744998,2073.598793,5490.845468,4253.685041,2171.046506,3270.839044,931.8390194,6049.597859,1721.376311,3262.115221,1925.326627,8858.633535,3894.354632,1302.987487,1418.120575,4699.106884,1888.310644,370.4613477,605.8742814,116.4824095,3730.795337,1266.241279,130.2774215,
2103,1879.804743,4375.762302,2507.223,7359.540008,258.9211819,5763.110816,6840.587427,17916.36678,3842.418596,412.417985,1457.750326,1055.791512,1034.116419,356.8573145,876.8134097,2037.699699,5525.335661,4312.981656,2155.192381,3219.954856,919.3851999,5992.433364,1730.282982,3211.089838,1925.326627,8881.083015,3823.910511,1279.418034,1437.858701,4720.231922,1896.895396,372.7975244,594.9147553,118.1380038,3748.817357,1273.196444,129.475449,
2104,1883.803654,4455.487288,2535.904823,7361.439354,258.803307,5829.038947,6918.893616,18121.44675,3885.819742,412.1341074,1484.380739,1054.969742,1045.283718,351.7898657,865.2475314,2009.909635,5588.576626,4396.895505,2165.701836,3223.715533,910.6821041,5972.155877,1755.970132,3214.582969,1937.718935,8938.098431,3822.295868,1278.877801,1464.669139,4806.631305,1929.301479,377.0622079,594.6635531,120.377301,3788.776674,1295.943719,129.9769664,
2105,1919.912441,4584.784377,2607.693949,7523.120644,264.4375976,5994.053661,7114.733245,18634.09682,3996.42731,421.042139,1535.588243,1077.555806,1074.317786,355.7904344,875.5459821,2031.519208,5746.676692,4489.063395,2205.377162,3297.436329,923.4563223,6057.56081,1803.071877,3289.240707,1998.042482,9150.25051,3905.650396,1306.766865,1496.307553,4946.07938,1983.811972,387.7364911,607.6316491,122.9437223,3900.269524,1332.259679,133.1356238,
2106,1986.705453,4785.910059,2713.463002,7804.324644,274.9396698,6237.174745,7403.379914,19390.483,4158.447202,437.8516198,1604.501797,1120.999111,1117.613058,361.1245878,889.6648243,2062.860832,5979.947054,4630.39646,2266.775088,3414.924422,939.3640219,6238.649271,1854.834014,3400.398965,2056.711112,9568.727828,4060.522397,1358.584508,1543.237533,5163.475691,2070.20945,403.4632299,631.7262607,126.7570247,4036.761093,1389.139441,136.2974586,
2107,2051.502107,4919.423555,2800.604123,8109.883453,285.6735009,6437.477604,7641.122454,20012.86535,4291.927777,454.9232915,1603.942345,1164.479725,1153.425748,370.1926672,912.3861858,2114.943608,6171.889249,4774.691056,2295.760311,3558.384571,962.3240504,6390.662451,1895.124059,3548.155713,2137.689209,9748.575914,4219.153001,1411.659719,1591.696545,5307.149558,2130.232106,416.4201923,656.4056266,130.7326003,4123.712773,1428.779083,137.8025716,
2108,2117.401728,5090.038261,2945.093129,8422.970187,297.1442366,6769.600496,8035.341039,21045.3277,4513.261517,473.2206549,1554.830466,1211.291183,1211.922523,376.8604982,930.1387425,2156.716217,6490.296082,4993.627775,2339.615861,3697.319779,981.6753823,6577.709926,1951.836692,3682.949932,2186.441441,10128.17212,4388.54606,1468.335871,1664.688645,5491.215651,2210.915497,437.9041782,682.7593894,136.6989067,4224.667449,1480.872491,141.1128668,
2109,2054.483325,4908.411949,2942.903521,8145.399378,287.964189,6764.567457,8029.369125,21029.55618,4509.844471,458.4917628,1453.437173,1173.681207,1210.333953,381.1278333,938.7123704,2185.055107,6485.428511,4926.935412,2266.775088,3567.04943,989.0028908,6626.943859,1929.486492,3539.345287,2117.862111,10053.37029,4253.034806,1422.996017,1644.277889,5294.471312,2149.313074,437.5786068,661.6768759,134.9557901,4172.836256,1434.668604,136.2974586,
2110,1939.719436,4650.980459,2804.075633,7683.681157,272.1630582,6445.45723,7650.469828,20036.50048,4296.529953,433.343315,1364.106609,1109.31134,1153.097687,368.5924397,906.829863,2112.104003,6179.169535,4683.320697,2151.765312,3354.952481,959.8317558,6345.379273,1903.913005,3319.99459,1983.994497,9761.2476,4019.650958,1344.909592,1562.68238,5016.976499,2037.804815,416.9363692,625.3675809,128.2467943,4067.593903,1360.016929,129.3237914,
2111,1799.99163,4363.627678,2584.128723,7131.905234,252.5324575,5939.886557,7050.458986,18465.57072,3959.949151,402.0879984,1289.381583,1029.069027,1063.372075,345.6555057,850.1056707,1981.150155,5694.701142,4354.86014,2010.263817,3112.20876,903.5041699,5951.076554,1824.500708,3080.261955,1842.692285,9208.02198,3729.806249,1247.932284,1452.154337,4707.556725,1905.649695,384.2325914,580.2742417,119.2179266,3862.308185,1273.972585,120.8972568,
2112,1689.220772,3977.002246,2369.854455,6741.174913,238.7714219,5447.355038,6465.859107,16934.79477,3631.401385,380.1359835,1225.027936,973.0569879,976.4036241,320.5847495,789.0816072,1836.897966,5222.619649,4029.299406,1899.665964,2939.13639,844.1977435,5577.793487,1763.951094,2913.694274,1734.443581,8572.597193,3526.537372,1179.921836,1343.690399,4289.668577,1738.901777,352.3722756,548.650161,110.3514052,3681.08599,1163.036907,114.1246689,
2113,1605.585489,3614.979533,2170.553407,6391.637954,226.3322858,4989.241011,5922.04637,15510.13824,3326.719672,360.4371929,1181.94291,922.8781639,896.2232078,294.9806151,727.6680144,1693.569198,4783.25689,3789.605517,1819.740671,2781.49682,791.7086871,5389.050897,1793.700256,2761.276506,1655.942731,8304.856767,3342.627245,1118.388509,1262.705768,3898.076953,1582.504195,322.7383191,520.037868,103.8059719,3637.500873,1060.619075,110.0091982,
2114,1558.043808,3452.831534,2019.47897,6228.042851,220.1609863,4641.980827,5509.938789,14431.08576,3095.138602,350.4787325,1169.654893,896.9937011,835.6772692,284.0455417,701.0192232,1629.015178,4450.486639,3584.994251,1744.98177,2717.7177,765.5616489,5204.358872,1764.448646,2709.117676,1595.624881,7962.155023,3251.752019,1087.983142,1193.44694,3723.41206,1503.646286,300.2751493,505.8997199,98.17351322,3542.349989,1010.946972,105.0449897,
2115,1544.021553,3315.301772,1932.158546,6190.294133,218.791005,4441.26582,5271.695277,13807.30033,2960.581922,348.4208487,1208.581172,891.9556598,800.8276479,273.910675,677.221524,1573.449058,4258.115136,3494.839408,1715.242178,2701.571133,742.2491124,5093.925591,1747.507744,2699.4783,1578.270291,7764.059125,3231.316424,1081.145726,1162.437102,3574.56932,1441.408742,287.2915263,502.7203995,95.68886297,3498.390681,971.3083223,103.5371028,
2116,1573.176855,3278.230344,1890.142996,6339.563946,223.7068271,4344.688744,5156.975306,13506.85524,2896.651218,356.2994134,1308.324344,912.0172542,784.7368363,271.2435055,671.5891322,1558.630293,4165.468357,3413.028798,1726.685283,2773.953703,736.462871,5077.267617,1747.537548,2784.582396,1603.889488,7787.980626,3303.910242,1105.434432,1135.333001,3534.190598,1422.659788,281.0442588,514.0143703,93.4518229,3513.401878,958.6098091,104.1407957,
2117,1685.754771,3325.024082,1924.855391,6832.652854,241.0618422,4424.478766,5251.695073,13754.94975,2950.23945,383.790763,1376.003622,982.2581472,800.7939993,274.1772867,681.8483936,1580.029451,4241.98993,3495.87406,1776.639567,2999.501743,746.1304465,5268.007016,1784.489099,3023.608043,1676.602788,8017.876315,3560.414936,1191.256716,1163.247113,3583.959847,1443.119207,286.2056246,553.9207506,95.76952463,3618.962275,973.3261306,106.6989348,
2118,1872.498927,3565.115191,2101.136073,7613.975384,267.4974777,4829.678106,5732.688149,15014.69708,3219.555204,425.9230177,1440.721382,1090.092785,874.6417244,292.0468028,727.9784922,1683.664479,4630.508501,3725.153699,1934.750516,3367.284549,793.0870642,5782.545601,1883.051221,3412.249872,1821.210087,8623.620357,3950.818486,1321.87937,1240.81609,3842.203807,1553.686725,312.4166963,614.6587914,102.0650659,3866.643972,1044.20426,115.9302628,
2119,2083.332349,3969.216168,2435.795532,8389.00453,294.5516954,5598.92741,6645.85746,17406.56965,3732.910723,468.9971687,1542.972538,1200.435679,1011.817766,326.9857522,814.5403028,1886.466523,5368.15949,4176.419653,2177.145515,3709.82867,880.2633998,6565.758153,2020.347287,3750.345711,2033.573806,9764.593417,4350.362865,1455.560397,1392.652479,4276.995558,1745.41349,362.1770159,676.8189402,114.4098364,4245.928287,1165.966699,130.5778852,
2120,2223.00351,4358.651647,2749.995212,8862.585586,312.0761813,6321.147799,7503.047826,19651.45199,4214.354691,496.9689131,1641.19875,1272.309323,1139.84124,374.4600951,928.4405245,2153.728148,6060.473304,4539.786853,2339.615861,3902.936294,991.9653231,7298.243234,2128.109825,3922.26128,2257.50922,10948.71677,4609.021996,1542.10352,1515.919306,4695.821561,1928.092404,408.8951828,717.0605025,124.3517716,4598.339173,1281.15105,141.1128668,
2121,2295.294209,4629.682684,2984.00713,9165.148281,323.8301818,6859.048343,8141.442265,21322.74176,4572.600801,515.638766,1657.334279,1319.96915,1233.594844,403.5313272,997.9670367,2315.934487,6575.883627,4877.42207,2419.540502,4023.954861,1056.496567,7533.586484,2149.573753,4023.517873,2360.796784,11581.4199,4782.711955,1600.217345,1628.696836,4987.866845,2056.425643,443.6902783,744.0827666,133.5499644,4747.730671,1364.19475,145.2255172,
2122,2248.094284,4659.009997,2993.686482,8991.146401,317.8611126,6881.297334,8167.836463,21392.31411,4587.439529,506.1612761,1637.150541,1295.722632,1236.076718,408.0654906,1007.109307,2342.770877,6597.33769,4857.036576,2365.929154,3948.23541,1066.939071,7362.198136,2157.150643,3941.324665,2354.186805,11677.39899,4694.522479,1570.710586,1623.091152,5019.79529,2068.20082,445.1294956,730.3624611,133.0502437,4759.307043,1371.1455,142.4663476,
2123,2175.219677,4558.598274,2911.11693,8666.927768,306.7254806,6691.502696,7942.605522,20802.21388,4460.810543,488.5196483,1621.32558,1250.571773,1201.57977,395.2634234,975.5428195,2271.678381,6415.35016,4713.823744,2287.742989,3799.540085,1034.159035,7115.732737,2097.768614,3787.015151,2297.167578,11423.27143,4529.969606,1515.653881,1574.733082,4911.806951,2021.106646,432.852277,704.7617229,129.075856,4640.621256,1340.211588,137.3504702,
2124,2110.435289,4494.07558,2844.808432,8337.118589,295.3213202,6539.085771,7761.580898,20327.53602,4359.252581,470.2232247,1610.568162,1203.771338,1173.556288,384.8616974,949.1459321,2209.185981,6268.956592,4573.736572,2249.232555,3643.663464,1009.238068,6902.646426,2068.778023,3622.668905,2238.504074,11153.23886,4361.656135,1459.338941,1528.669849,4842.781622,1990.365379,422.9929052,678.5759198,125.2636446,4557.84642,1318.921039,135.3932964,
2125,2056.787787,4472.964308,2798.591277,8106.256721,287.1614335,6432.85087,7635.644308,19998.40855,4288.532061,457.265123,1607.645069,1170.340201,1153.862463,381.3945379,939.5570112,2184.926121,6167.461033,4436.764025,2162.275834,3546.969021,998.7158213,6698.288043,2033.602385,3525.744438,2153.394777,10788.51258,4241.204236,1419.037702,1483.050623,4821.187875,1974.478045,416.1209034,659.8363045,121.455088,4442.990801,1308.066127,129.825349,
2126,2014.982017,4485.947557,2796.581312,7946.397024,281.8954551,6428.230759,7630.006924,19983.31539,4285.124038,449.0130237,1608.498732,1149.418791,1151.926518,372.8598058,918.6402006,2134.608416,6162.805313,4368.326828,2137.649846,3470.027528,980.8978774,6559.742942,2040.117288,3442.109091,2157.521617,10691.34984,4163.228941,1392.948441,1461.67293,4835.276606,1979.135431,415.8220429,647.7050965,119.6301184,4428.383416,1309.723554,128.5712667,
2127,1983.130634,4440.265862,2766.621653,7810.832428,277.3293983,6359.365391,7548.371767,19769.66308,4239.474208,441.59412,1618.833931,1130.21667,1139.230412,363.2583172,895.4427309,2080.44412,6096.918362,4283.439799,2086.762055,3408.973647,958.4160383,6437.146055,2019.982241,3378.073548,2104.640442,10649.24717,4096.010364,1370.458202,1433.863405,4786.435846,1958.729807,411.3673587,637.2473927,117.3101229,4401.350112,1295.053695,125.9137317,
2128,2004.077619,4521.33369,2815.7619,7915.236744,281.0080674,6472.31932,7682.454103,20121.67125,4314.787016,447.416737,1643.205107,1145.261566,1158.818376,358.7242466,885.6088538,2054.333899,6205.481705,4322.392582,2112.089972,3456.85778,952.4215676,6426.297195,2062.253899,3425.99839,2110.41936,10854.23395,4150.322774,1388.630248,1447.549038,4874.242665,1994.38557,418.6739934,645.6971863,118.3866179,4492.061978,1317.563805,127.2177423,
2129,2068.649617,4689.469734,2887.373247,8184.84364,291.2749435,6636.925392,7877.727487,20632.13765,4424.30602,463.7447604,1694.404982,1187.061419,1187.836139,361.6580897,894.0582857,2072.135145,6362.914762,4347.191627,2139.388714,3568.436048,958.2585794,6436.443808,2056.861758,3534.134159,2170.743097,11042.68958,4301.97447,1439.37043,1456.880724,5055.952141,2063.693738,429.3218428,669.2907905,119.0498122,4538.723402,1362.061823,128.6207143,
2130,2150.988706,4882.904791,3004.282691,8541.289993,304.3838096,6905.653813,8196.814015,21468.21325,4604.48949,484.6682555,1777.153767,1240.559316,1235.444753,370.1926672,915.9739115,2121.826336,6620.759616,4535.52051,2226.345933,3718.211049,978.1143329,6558.096007,2074.043814,3677.599633,2230.238039,11466.36237,4495.557985,1504.140314,1519.569634,5264.895998,2149.137185,446.7050397,699.408046,124.1871241,4654.29687,1418.554508,134.1914558,
2131,2244.45557,5057.657519,3152.064243,8982.331236,319.5660815,7245.344961,8600.008286,22524.33242,4830.426892,508.7885531,1783.058455,1302.420881,1295.879304,380.3276886,942.3726226,2182.031779,6946.461925,4809.651685,2349.372086,3920.058858,1004.627411,6812.856468,2127.939036,3884.865557,2374.846674,12093.86239,4719.796515,1579.166865,1611.059125,5452.236959,2232.223487,468.6785924,734.2945344,131.7251335,4830.704608,1473.541317,141.6143868,
2132,2257.042794,5284.312695,3262.769234,9024.634469,320.7370458,7499.811808,8901.954825,23314.49365,5000.373588,510.7573791,1703.696228,1307.426712,1340.098549,391.2628238,968.193215,2248.945058,7190.129933,5045.026719,2415.128862,3939.679909,1030.280355,6972.52221,2151.672459,3897.994174,2436.820387,12285.32624,4737.00457,1584.9244,1688.156381,5697.338102,2326.559417,485.1392528,736.9717221,138.1070319,4878.799167,1539.091292,145.0244496,
2133,2153.682621,5049.763972,3197.91957,8521.329083,303.2312225,7350.748164,8725.163693,22852.01632,4901.124508,482.9819174,1580.974103,1236.359292,1312.367823,393.6631959,970.719016,2260.929771,7047.493607,4952.696593,2336.943256,3707.446366,1031.295393,6824.720364,2104.454402,3650.940456,2339.315348,12114.30642,4478.350928,1498.383114,1657.640158,5443.790167,2236.752563,475.4967942,696.7310136,135.6200559,4774.007184,1476.932926,140.9612378,
2134,2009.547612,4760.093859,2997.341364,7911.455304,282.3300129,6889.698457,8177.792808,21417.35639,4593.117675,449.669932,1476.940979,1151.094789,1230.195686,382.1947135,940.1596216,2189.25578,6605.035826,4703.924304,2177.145515,3428.09091,999.7336424,6477.403353,2025.744561,3364.491388,2212.056945,11417.50209,4169.682273,1395.107621,1573.720081,5131.545503,2104.793342,445.6729379,648.7090904,128.8260588,4535.441832,1392.575413,130.5778852,
2135,1862.678782,4420.961367,2761.1395,7321.509053,261.6794534,6346.764096,7533.386336,19730.97023,4231.464143,416.7301006,1384.824441,1066.673763,1134.070225,356.5904862,876.7441012,2039.896558,6084.957314,4398.878169,2050.692702,3158.029288,938.6694076,6092.134289,1958.489624,3094.116074,2079.848416,10698.25366,3864.781452,1293.092783,1470.590225,4765.779082,1951.83573,410.5522205,601.2733574,120.4590723,4311.969137,1293.445969,123.0032945,
2136,1721.726314,3990.830299,2485.483181,6768.211605,241.4633308,5713.139599,6781.27131,17760.70566,3809.311629,384.4472386,1298.039388,983.9288078,1022.350161,330.7197709,813.0914816,1891.495468,5477.332953,4028.297032,1905.764573,2922.94945,873.0456086,5696.013957,1843.947104,2871.857993,1936.06934,9813.856568,3566.331967,1193.236458,1346.232145,4301.409839,1760.403094,369.5650434,554.8413079,110.3502573,4014.159122,1169.094533,114.4251328,
2137,1613.211672,3706.764412,2249.836854,6316.07022,225.0767422,5171.482196,6138.379981,16077.23935,3447.705345,358.35751,1246.997663,917.0557503,926.8907248,306.9825376,754.9479361,1755.115877,4958.158352,3717.206782,1789.068268,2727.457424,814.1799595,5327.602427,1755.657096,2686.015203,1826.165529,8969.149758,3324.34459,1112.271432,1241.175991,3995.27626,1626.295979,334.5269285,517.1934967,101.8175378,3759.828602,1083.595896,107.3520811,
2138,1555.973209,3521.551528,2110.817121,6097.438944,216.7509272,4851.930993,5759.118706,15083.50106,3234.381404,345.1382588,1230.037923,883.5979281,870.669687,292.0468028,718.6545832,1668.263056,4651.692971,3542.164436,1738.882632,2638.144968,779.3110254,5115.552489,1724.264023,2606.614519,1780.723121,8607.474482,3201.201703,1071.069832,1181.879536,3795.248776,1539.843732,313.8561656,498.035224,97.01295599,3658.495587,1028.248133,104.7445086,
2139,1535.855806,3412.762729,2009.066641,5999.835256,213.6577669,4618.047015,5481.470352,14356.45044,3079.164258,340.2568597,1266.983231,871.0557653,830.1363488,283.5121944,698.3635187,1619.674556,4427.472057,3443.900678,1673.073675,2591.776987,758.26906,5027.281858,1693.91999,2563.250983,1793.111639,8432.246945,3155.493819,1055.77672,1147.644001,3677.400111,1486.781439,298.7269462,490.9241019,94.28081253,3604.081761,995.7250422,100.3289786,
